image_id,s_x,s_rot,len_x,len_rot
calib_01091,0.8874281644821167,0.0,20,0
calib_01092,0.34797096252441406,0.5500618815422058,3,4
calib_01093,0.0,0.0,0,0
calib_01094,0.7069112062454224,0.8923564553260803,4,3
calib_01095,0.45277470350265503,0.30818676948547363,2,2
calib_01096,0.22894185781478882,0.6150205135345459,1,2
calib_01097,0.5507809519767761,0.7312172055244446,3,3
calib_01098,0.9028061032295227,0.4056564271450043,5,3
calib_01099,0.8042446970939636,0.5201613903045654,5,4
calib_01100,0.8934465646743774,0.5501320958137512,1,1
calib_01101,0.1969434916973114,0.39210328459739685,1,3
calib_01102,0.4117591381072998,0.4311831593513489,4,2
calib_01103,0.7798125147819519,0.9275146126747131,1,1
calib_01104,0.26428624987602234,0.6293615698814392,1,1
calib_01105,0.6497017741203308,0.39911261200904846,6,6
calib_01106,0.4739043116569519,0.32775354385375977,2,1
calib_01107,0.41224074363708496,0.3294420540332794,1,1
calib_01108,0.7530356049537659,0.881791889667511,1,1
calib_01109,0.5481926798820496,0.6066467761993408,10,9
calib_01110,0.303949236869812,0.9165357351303101,5,5
calib_01111,0.222231924533844,0.0,1,0
calib_01112,0.3808533549308777,0.3559182286262512,0,13
calib_01113,0.20131933689117432,0.16131232678890228,1,1
calib_01114,0.0,0.0,0,0
calib_01115,0.0,0.0,0,0
calib_01116,0.7398414015769958,0.3844307065010071,1,1
calib_01117,0.19326025247573853,0.32681533694267273,1,1
calib_01118,0.0,0.8504957556724548,0,7
calib_01119,0.8730490803718567,0.476349413394928,14,9
calib_01120,0.38768649101257324,0.25015968084335327,1,1
calib_01121,0.4826934039592743,0.8080178499221802,4,4
calib_01122,0.0,0.2255650758743286,0,1
calib_01123,0.4696693420410156,0.824349582195282,5,6
calib_01124,0.9375049471855164,0.6067900061607361,3,3
calib_01125,0.21564842760562897,0.17728771269321442,1,1
calib_01126,0.9013725519180298,0.21660123765468597,11,1
calib_01127,0.4092482328414917,0.7728943824768066,2,3
calib_01128,0.6227380633354187,0.3398122787475586,3,2
calib_01129,0.6235955953598022,0.32407814264297485,4,4
calib_01130,0.0,0.2699921727180481,0,2
calib_01131,0.31675010919570923,0.8694331049919128,5,8
calib_01132,0.3732799291610718,0.4693695604801178,2,4
calib_01133,0.3662590980529785,0.12029755115509033,5,1
calib_01134,0.987794816493988,0.5811337232589722,6,4
calib_01135,0.5335648059844971,0.5371513366699219,2,2
calib_01136,0.0,0.0,0,0
calib_01137,0.1698003113269806,0.35735341906547546,1,2
calib_01138,0.4310479164123535,0.6501420736312866,2,2
calib_01139,0.2337210476398468,0.0,2,0
calib_01140,0.5930615067481995,0.5397989153862,7,5
calib_01141,0.30911368131637573,0.38941287994384766,2,2
calib_01142,0.8828752636909485,0.0,6,0
calib_01143,0.0,0.6320888996124268,0,4
calib_01144,0.7727183103561401,0.6093478798866272,7,1
calib_01145,0.39406856894493103,0.2985095679759979,1,1
calib_01146,0.4026500880718231,0.2988836467266083,1,3
calib_01147,0.8174536228179932,0.27191510796546936,3,3
calib_01148,0.8300512433052063,0.2795597016811371,6,1
calib_01149,0.3442390263080597,0.23261240124702454,1,1
calib_01150,0.24346216022968292,0.15220099687576294,3,1
calib_01151,0.9537983536720276,0.0,8,0
calib_01152,0.48859772086143494,0.821753740310669,6,11
calib_01153,0.267677903175354,0.5714762806892395,1,7
calib_01154,0.1930992305278778,0.5992841720581055,2,2
calib_01155,0.6128877997398376,0.870551347732544,4,4
calib_01156,0.6800607442855835,0.37251898646354675,5,2
calib_01157,0.7618051171302795,0.4124549627304077,12,2
calib_01158,0.0,0.0,0,0
calib_01159,0.933769166469574,0.9797526597976685,1,1
calib_01160,0.0,0.2201804667711258,0,1
calib_01161,0.16254016757011414,0.7616732716560364,2,5
calib_01162,0.25891631841659546,0.1441638022661209,2,1
calib_01163,0.9811688661575317,0.0,9,0
calib_01164,0.88795405626297,0.28424736857414246,4,1
calib_01165,0.9865777492523193,0.9810324311256409,1,1
calib_01166,0.0,0.0,0,0
calib_01167,0.9660663604736328,0.4030728042125702,5,1
calib_01168,0.8395494222640991,0.4112966060638428,5,5
calib_01169,0.23424752056598663,0.6763366460800171,3,4
calib_01170,0.4637078642845154,0.1281479150056839,1,1
calib_01171,0.9914587140083313,0.3364703357219696,7,1
calib_01172,0.30445870757102966,0.7860812544822693,1,1
calib_01173,0.291747123003006,0.9614774584770203,2,2
calib_01174,0.9787055850028992,0.0,8,0
calib_01175,0.9961987733840942,0.350098192691803,18,10
calib_01176,0.7947262525558472,0.3574291169643402,8,4
calib_01177,0.49189847707748413,0.3718811869621277,5,5
calib_01178,0.6162323355674744,0.7945824265480042,4,4
calib_01179,0.3543347418308258,0.6431392431259155,1,1
calib_01180,0.9606469869613647,0.4745871126651764,8,6
calib_01181,0.49695637822151184,0.28183868527412415,7,3
calib_01182,0.41055384278297424,0.21008825302124023,1,1
calib_01183,0.8074253797531128,0.9358479380607605,4,4
calib_01184,0.5338125228881836,0.35540062189102173,2,1
calib_01185,0.6907047629356384,0.4327895939350128,6,6
calib_01186,0.5014298558235168,0.27176135778427124,1,1
calib_01187,0.9528552889823914,0.6968778371810913,6,5
calib_01188,0.3647375702857971,0.37958279252052307,1,1
calib_01189,0.23933716118335724,0.7180290818214417,3,7
calib_01190,0.4110093116760254,0.18293961882591248,1,1
calib_01191,0.5466175079345703,0.6223227977752686,3,3
calib_01192,0.0,0.9401856064796448,0,6
calib_01193,0.9818920493125916,0.29570963978767395,2,2
calib_01194,0.44725385308265686,0.8377916812896729,3,3
calib_01195,0.6778109669685364,0.1883212774991989,2,1
calib_01196,0.0,0.9537883996963501,0,5
calib_01197,0.6385877132415771,0.8294994831085205,1,3
calib_01198,0.43979042768478394,0.6042080521583557,4,1
calib_01199,0.0,0.9783262014389038,0,28
calib_01200,0.22114425897598267,0.4166681468486786,2,1
calib_01201,0.5129858255386353,0.9959341287612915,2,4
calib_01202,0.17851489782333374,0.7598745822906494,2,1
calib_01203,0.4062075614929199,0.9524086117744446,2,6
calib_01204,0.7642992734909058,0.38861045241355896,8,6
calib_01205,0.6999564170837402,0.2374594360589981,4,2
calib_01206,0.4524663984775543,0.8933382034301758,5,7
calib_01207,0.6757840514183044,0.9085825681686401,7,7
calib_01208,0.329917848110199,0.3895273208618164,2,2
calib_01209,0.7908801436424255,0.4012265205383301,3,2
calib_01210,0.8118002414703369,0.8008847832679749,4,4
calib_01211,0.5908561944961548,0.4398638606071472,2,4
calib_01212,0.08887254446744919,0.15756823122501373,1,1
calib_01213,0.843159556388855,0.6617900729179382,5,3
calib_01214,0.3690958619117737,0.3456312417984009,1,2
calib_01215,0.37128743529319763,0.9853479862213135,2,9
calib_01216,0.4595465362071991,0.6400930881500244,3,3
calib_01217,0.913608968257904,0.7691404819488525,4,4
calib_01218,0.3735558092594147,0.8251232504844666,3,4
calib_01219,0.6357864737510681,0.3675784468650818,10,1
calib_01220,0.8632875680923462,0.6832489371299744,7,1
calib_01221,0.6208354830741882,0.9955371022224426,3,3
calib_01222,0.48889338970184326,0.8290042281150818,2,2
calib_01223,0.9809767603874207,0.6983792781829834,1,1
calib_01224,0.0,0.9739097952842712,0,7
calib_01225,0.35248956084251404,0.5768170356750488,1,3
calib_01226,0.7098751664161682,0.47058922052383423,4,2
calib_01227,0.3252987563610077,0.9807815551757812,2,7
calib_01228,0.3205227553844452,0.7627235651016235,6,8
calib_01229,0.6726585030555725,0.27044880390167236,1,1
calib_01230,0.0,0.8444664478302002,0,9
calib_01231,0.3315551280975342,0.5318830013275146,4,5
calib_01232,0.0,0.11753951758146286,0,1
calib_01233,0.812779426574707,0.17981091141700745,9,1
calib_01234,0.1327114701271057,0.18088924884796143,1,1
calib_01235,0.12218993902206421,0.11693479865789413,1,1
calib_01236,0.4027964472770691,0.41544070839881897,4,6
calib_01237,0.39316269755363464,0.33953234553337097,4,3
calib_01238,0.26003366708755493,0.8889288902282715,2,3
calib_01239,0.9985364079475403,0.2632747292518616,3,2
calib_01240,0.17776282131671906,0.8279470801353455,1,1
calib_01241,0.18851397931575775,0.6251617670059204,1,2
calib_01242,0.5611050128936768,0.8013373613357544,4,4
calib_01243,0.920658528804779,0.3457629680633545,8,4
calib_01244,0.8661136627197266,0.9241182804107666,1,1
calib_01245,0.6211910247802734,0.7499134540557861,6,6
calib_01246,0.8078004717826843,0.9178726077079773,6,3
calib_01247,0.7415690422058105,0.43923917412757874,4,2
calib_01248,0.7571293115615845,0.25901126861572266,4,2
calib_01249,0.21883472800254822,0.5830135941505432,2,3
calib_01250,0.0,0.9302857518196106,0,9
calib_01251,0.0,0.898714542388916,0,10
calib_01252,0.3132857084274292,0.6934663653373718,4,4
calib_01253,0.3341326415538788,0.6548834443092346,2,2
calib_01254,0.8834738731384277,0.9446427226066589,4,4
calib_01255,0.377269983291626,0.9519269466400146,2,6
calib_01256,0.6168034076690674,0.41445574164390564,4,3
calib_01257,0.8256472945213318,0.8149489164352417,4,4
calib_01258,0.9984365105628967,0.3971902132034302,21,4
calib_01259,0.9736180305480957,0.4562559127807617,4,4
calib_01260,0.9839866161346436,0.6390811800956726,2,2
calib_01261,0.4670953154563904,0.31730207800865173,1,1
calib_01262,0.8201026320457458,0.8509419560432434,3,3
calib_01263,0.8834300637245178,0.5283480286598206,7,6
calib_01264,0.8102971911430359,0.41796913743019104,6,5
calib_01265,0.731541633605957,0.35523831844329834,3,4
calib_01266,0.9475407600402832,0.4343739449977875,4,1
calib_01267,0.23268145322799683,0.5079571604728699,2,6
calib_01268,0.43294429779052734,0.360946387052536,4,5
calib_01269,0.19805116951465607,0.554020881652832,1,1
calib_01270,0.0,0.0,0,0
calib_01271,0.5580528378486633,0.6547401547431946,1,1
calib_01272,0.5670521855354309,0.5990034937858582,4,5
calib_01273,0.8579505681991577,0.6866022348403931,1,1
calib_01274,0.8726186752319336,0.5313851237297058,8,7
calib_01275,0.31824809312820435,0.2642275393009186,2,1
calib_01276,0.8426840305328369,0.3562914729118347,9,4
calib_01277,0.37842342257499695,0.6260497570037842,1,4
calib_01278,0.273814857006073,0.23604533076286316,2,1
calib_01279,0.7088498473167419,0.550933837890625,10,9
calib_01280,0.2758503556251526,0.3922989070415497,2,3
calib_01281,0.37042155861854553,0.9713870882987976,2,5
calib_01282,0.751101553440094,0.34669098258018494,10,6
calib_01283,0.8438733816146851,0.35919228196144104,16,8
calib_01284,0.9584043025970459,0.0,23,0
calib_01285,0.3570210039615631,0.7760276794433594,2,3
calib_01286,0.8955203890800476,0.3974100351333618,4,1
calib_01287,0.49177098274230957,0.7679329514503479,3,3
calib_01288,0.8014185428619385,0.521838366985321,3,3
calib_01289,0.33625528216362,0.0,1,0
calib_01290,0.2732737064361572,0.6734147071838379,2,5
calib_01291,0.22093835473060608,0.48943114280700684,1,4
calib_01292,0.19866111874580383,0.9613259434700012,2,3
calib_01293,0.296516090631485,0.2826824188232422,2,2
calib_01294,0.5276600122451782,0.5963320732116699,5,4
calib_01295,0.0,0.8288508653640747,0,9
calib_01296,0.714885950088501,0.43796658515930176,2,2
calib_01297,0.10674452036619186,0.15964479744434357,1,1
calib_01298,0.6830790638923645,0.9431256651878357,5,6
calib_01299,0.4690120816230774,0.6212412714958191,5,6
calib_01300,0.0,0.5403066277503967,0,2
calib_01301,0.4463568329811096,0.6327561140060425,2,2
calib_01302,0.0,0.7708611488342285,0,2
calib_01303,0.9990755319595337,0.3298293352127075,5,2
calib_01304,0.4770370125770569,0.9818192720413208,4,5
calib_01305,0.5002272725105286,0.8632136583328247,3,7
calib_01306,0.20763592422008514,0.6591131687164307,3,4
calib_01307,0.3826061487197876,0.6398255228996277,4,6
calib_01308,0.4595385789871216,0.9003660082817078,2,6
calib_01309,0.8471515774726868,0.4088784456253052,6,2
calib_01310,0.0,0.9966331720352173,0,8
calib_01311,0.9253847599029541,0.0,4,0
calib_01312,0.4545508325099945,0.9863683581352234,2,2
calib_01313,0.7096363306045532,0.21660250425338745,2,1
calib_01314,0.15333113074302673,0.8663633465766907,1,6
calib_01315,0.5619143843650818,0.982444167137146,2,2
calib_01316,0.7426822185516357,0.6996111869812012,4,1
calib_01317,0.491187185049057,0.7854974865913391,3,3
calib_01318,0.8069926500320435,0.7008383274078369,2,2
calib_01319,0.47844648361206055,0.3935527503490448,5,5
calib_01320,0.43371570110321045,0.0,2,0
calib_01321,0.9349265694618225,0.0,9,0
calib_01322,0.46497642993927,0.9349235892295837,6,6
calib_01323,0.6726976633071899,0.6900129318237305,2,3
calib_01324,0.6210740208625793,0.9975090026855469,4,4
calib_01325,0.9072994589805603,0.0,2,0
calib_01326,0.8059433698654175,0.0,7,0
calib_01327,0.7713360786437988,0.8948004841804504,3,3
calib_01328,0.6591207981109619,0.4267292022705078,5,5
calib_01329,0.3597804307937622,0.5437893867492676,2,2
calib_01330,0.8878150582313538,0.0,6,0
calib_01331,0.9934727549552917,0.2090626358985901,18,3
calib_01332,0.37669941782951355,0.8858762979507446,3,4
calib_01333,0.6715447306632996,0.4188120663166046,5,4
calib_01334,0.605067253112793,0.21730896830558777,3,2
calib_01335,0.5832144618034363,0.5810768008232117,5,1
calib_01336,0.2112477868795395,0.5116367340087891,1,1
calib_01337,0.986903965473175,0.552318274974823,3,3
calib_01338,0.2847553789615631,0.6057178974151611,1,1
calib_01339,0.9271203875541687,0.2395276129245758,5,2
calib_01340,0.8427082896232605,0.8547091484069824,2,3
calib_01341,0.7720088958740234,0.3509741723537445,3,2
calib_01342,0.0,0.3807878792285919,0,1
calib_01343,0.6606276631355286,0.40741169452667236,3,3
calib_01344,0.9703792333602905,0.6246802806854248,2,2
calib_01345,0.25578179955482483,0.7873007655143738,3,3
calib_01346,0.9780975580215454,0.6296080350875854,4,4
calib_01347,0.287858784198761,0.30639201402664185,2,2
calib_01348,0.6329792141914368,0.8660293817520142,1,2
calib_01349,0.17056764662265778,0.27834367752075195,1,1
calib_01350,0.39883100986480713,0.44351714849472046,1,1
calib_01351,0.3737200200557709,0.8526231646537781,3,3
calib_01352,0.9129415154457092,0.3031545579433441,2,1
calib_01353,0.897554874420166,0.2697641849517822,3,1
calib_01354,0.25871092081069946,0.7722374796867371,3,6
calib_01355,0.9586529731750488,0.29027849435806274,6,1
calib_01356,0.9907718300819397,0.7694997787475586,8,8
calib_01357,0.2981727421283722,0.6576101779937744,3,6
calib_01358,0.7295471429824829,0.1496712863445282,8,2
calib_01359,0.8959026336669922,0.41145527362823486,5,4
calib_01360,0.296591192483902,0.6351597309112549,3,8
calib_01361,0.9432754516601562,0.1816616803407669,8,1
calib_01362,0.6932330131530762,0.6318314075469971,5,4
calib_01363,0.52059006690979,0.7516860365867615,4,7
calib_01364,0.0,0.5085909962654114,0,3
calib_01365,0.2287803292274475,0.18645673990249634,2,2
calib_01366,0.8274608254432678,0.29781025648117065,6,5
calib_01367,0.10390359908342361,0.12300924956798553,1,1
calib_01368,0.7880312204360962,0.7628310322761536,4,3
calib_01369,0.1724027395248413,0.1834515929222107,1,1
calib_01370,0.29823213815689087,0.7141964435577393,2,3
calib_01371,0.7584512829780579,0.0,3,0
calib_01372,0.7009479999542236,0.5318742990493774,5,4
calib_01373,0.4895327687263489,0.9925139546394348,1,1
calib_01374,0.7738733887672424,0.0,4,0
calib_01375,0.9466000199317932,0.0,3,0
calib_01376,0.8840396404266357,0.7529496550559998,3,3
calib_01377,0.8148810267448425,0.7323999404907227,3,2
calib_01378,0.48034510016441345,0.7874004244804382,3,5
calib_01379,0.0,0.47637060284614563,0,7
calib_01380,0.2808242440223694,0.4236316382884979,1,1
calib_01381,0.983394205570221,0.0,4,0
calib_01382,0.8553241491317749,0.28838402032852173,5,3
calib_01383,0.33947131037712097,0.681385338306427,1,1
calib_01384,0.5475984811782837,0.680500864982605,1,1
calib_01385,0.9923701286315918,0.0,2,0
calib_01386,0.5802528262138367,0.4062366187572479,1,1
calib_01387,0.8116234540939331,0.4907758831977844,5,4
calib_01388,0.8725147247314453,0.99705970287323,4,4
calib_01389,0.8485051393508911,0.5081127882003784,2,2
calib_01390,0.5636704564094543,0.9749674201011658,3,3
calib_01391,0.9061784148216248,0.9872186183929443,1,1
calib_01392,0.6561349034309387,0.8329054713249207,7,6
calib_01393,0.0,0.0,0,0
calib_01394,0.7676091194152832,0.5360676646232605,6,6
calib_01395,0.719890832901001,0.8935472369194031,4,5
calib_01396,0.8469338417053223,0.8650000095367432,3,3
calib_01397,0.9812331199645996,0.9005872011184692,3,4
calib_01398,0.9594375491142273,0.0,7,0
calib_01399,0.2519698143005371,0.3450387716293335,1,1
calib_01400,0.16108302772045135,0.6886190176010132,1,2
calib_01401,0.7475042343139648,0.9435670375823975,3,4
calib_01402,0.7534655332565308,0.822685956954956,4,4
calib_01403,0.4369215965270996,0.32815518975257874,3,3
calib_01404,0.3553532063961029,0.8875971436500549,1,6
calib_01405,0.40058889985084534,0.6632093787193298,3,4
calib_01406,0.9915411472320557,0.7046236991882324,2,2
calib_01407,0.7941915988922119,0.0,3,0
calib_01408,0.4106867015361786,0.9455549120903015,7,10
calib_01409,0.0,0.9194591045379639,0,6
calib_01410,0.0,0.1935889571905136,0,1
calib_01411,0.829957127571106,0.34810224175453186,5,5
calib_01412,0.0,0.9391746520996094,0,10
calib_01413,0.3408452272415161,0.9892554879188538,1,18
calib_01414,0.4956434965133667,0.7708620429039001,4,6
calib_01415,0.41703200340270996,0.9612914323806763,5,5
calib_01416,0.37937307357788086,0.1392798274755478,1,1
calib_01417,0.5486178398132324,0.599811851978302,5,8
calib_01418,0.0,0.0,0,0
calib_01419,0.3391140401363373,0.2736956477165222,1,1
calib_01420,0.21696579456329346,0.929023027420044,2,1
calib_01421,0.793045163154602,0.3996255695819855,2,1
calib_01422,0.20532111823558807,0.3682037889957428,2,3
calib_01423,0.8244954347610474,0.7296963334083557,8,3
calib_01424,0.0,0.8822967410087585,0,4
calib_01425,0.0,0.5043646693229675,0,4
calib_01426,0.9894071817398071,0.0,10,0
calib_01427,0.39703214168548584,0.8266761898994446,4,5
calib_01428,0.5450370907783508,0.8750884532928467,3,3
calib_01429,0.5317357778549194,0.29353928565979004,1,1
calib_01430,0.7154843211174011,0.3924384117126465,2,2
calib_01431,0.3601670563220978,0.8670333027839661,1,3
calib_01432,0.4863530099391937,0.39803510904312134,2,5
calib_01433,0.4883214235305786,0.678101122379303,0,7
calib_01434,0.3440183103084564,0.7693310379981995,2,2
calib_01435,0.3442800045013428,0.6241554021835327,3,4
calib_01436,0.9505321383476257,0.46561723947525024,7,4
calib_01437,0.9438095092773438,0.17947816848754883,7,1
calib_01438,0.5757728815078735,0.5109767317771912,5,5
calib_01439,0.2025751769542694,0.9921432733535767,2,5
calib_01440,0.47586336731910706,0.2205713540315628,1,1
calib_01441,0.9004439115524292,0.9369392991065979,2,2
calib_01442,0.1715506762266159,0.4740526080131531,3,5
calib_01443,0.0,0.0,0,0
calib_01444,0.9686923623085022,0.0,6,0
calib_01445,0.7484896779060364,0.0,3,0
calib_01446,0.40035611391067505,0.7069948315620422,4,6
calib_01447,0.6664552092552185,0.5644527077674866,1,1
calib_01448,0.4428804814815521,0.9760704040527344,4,5
calib_01449,0.6177622675895691,0.9835088849067688,7,8
calib_01450,0.47747233510017395,0.8213847875595093,4,4
calib_01451,0.23971669375896454,0.35613715648651123,3,2
calib_01452,0.8680714964866638,0.9383955597877502,3,3
calib_01453,0.5638183951377869,0.21363021433353424,4,1
calib_01454,0.8612170815467834,0.6895987391471863,3,3
calib_01455,0.21741048991680145,0.16672371327877045,1,1
calib_01456,0.696895182132721,0.8646359443664551,3,3
calib_01457,0.7866320013999939,0.8511781096458435,1,1
calib_01458,0.0,0.13341884315013885,0,1
calib_01459,0.8351220488548279,0.4612363576889038,4,4
calib_01460,0.0,0.9242104291915894,0,9
calib_01461,0.83443683385849,0.4537090063095093,3,2
calib_01462,0.0,0.0,0,0
calib_01463,0.7028169631958008,0.6544371843338013,2,2
calib_01464,0.3037888705730438,0.3007107675075531,1,1
calib_01465,0.42884552478790283,0.4764958322048187,1,3
calib_01466,0.24896155297756195,0.8110408186912537,1,1
calib_01467,0.5814733505249023,0.7519229650497437,2,2
calib_01468,0.5585794448852539,0.3615474998950958,1,1
calib_01469,0.9189980626106262,0.2640238106250763,7,3
calib_01470,0.35729649662971497,0.30180713534355164,3,3
calib_01471,0.9776189923286438,0.5637279748916626,5,4
calib_01472,0.7942450046539307,0.9942189455032349,2,2
calib_01473,0.4508451819419861,0.4437088072299957,5,5
calib_01474,0.8452405333518982,0.8220826983451843,2,2
calib_01475,0.63480144739151,0.7980683445930481,3,3
calib_01476,0.6562527418136597,0.8705720901489258,3,4
calib_01477,0.4752015769481659,0.38401317596435547,1,1
calib_01478,0.44031667709350586,0.5912678241729736,1,1
calib_01479,0.8970885872840881,0.5617852807044983,3,3
calib_01480,0.5889265537261963,0.8074278831481934,3,3
calib_01481,0.8324336409568787,0.6098750829696655,2,1
calib_01482,0.0,0.9900545477867126,0,6
calib_01483,0.4077723026275635,0.5239713191986084,1,2
calib_01484,0.6267740726470947,0.9994673728942871,2,3
calib_01485,0.8497772216796875,0.5220091938972473,3,3
calib_01486,0.13362260162830353,0.8545094132423401,1,6
calib_01487,0.7558037042617798,0.4624805450439453,1,2
calib_01488,0.5123382210731506,0.3430086076259613,3,2
calib_01489,0.9701200723648071,0.685684084892273,1,1
calib_01490,0.7633623480796814,0.6609789729118347,5,5
calib_01491,0.8178848624229431,0.2920879125595093,7,3
calib_01492,0.9946818351745605,0.4689120650291443,4,4
calib_01493,0.35757336020469666,0.2401246279478073,2,1
calib_01494,0.761468768119812,0.2775898873806,7,2
calib_01495,0.3530898988246918,0.7080065011978149,7,7
calib_01496,0.0,0.6831679344177246,0,4
calib_01497,0.7947946190834045,0.29969215393066406,2,2
calib_01498,0.19467735290527344,0.2542363703250885,1,2
calib_01499,0.1805170327425003,0.0,1,0
calib_01500,0.7089083194732666,0.5868392586708069,1,1
calib_01501,0.3151196241378784,0.35737237334251404,2,2
calib_01502,0.3588563799858093,0.42096030712127686,1,2
calib_01503,0.9484204053878784,0.939270555973053,4,4
calib_01504,0.0,0.8429725170135498,0,8
calib_01505,0.194124236702919,0.4077858626842499,2,4
calib_01506,0.25676462054252625,0.27342092990875244,6,3
calib_01507,0.35281267762184143,0.33879536390304565,3,1
calib_01508,0.5691145062446594,0.9603533744812012,7,8
calib_01509,0.8786687850952148,0.3578771948814392,1,1
calib_01510,0.591717004776001,0.45887118577957153,3,2
calib_01511,0.0,0.39520183205604553,0,2
calib_01512,0.6859383583068848,0.8662859201431274,4,4
calib_01513,0.6073099374771118,0.7435633540153503,1,4
calib_01514,0.4649627208709717,0.280689001083374,2,2
calib_01515,0.8053200244903564,0.6933902502059937,2,2
calib_01516,0.20221178233623505,0.29152992367744446,1,1
calib_01517,0.7443154454231262,0.846893846988678,3,3
calib_01518,0.0,0.0,0,0
calib_01519,0.5874724388122559,0.6644293665885925,2,3
calib_01520,0.21841637790203094,0.2288065403699875,1,1
calib_01521,0.9683531522750854,0.40822356939315796,5,2
calib_01522,0.5390500426292419,0.9519491195678711,1,6
calib_01523,0.9958363175392151,0.6869375109672546,3,3
calib_01524,0.0,0.0,0,0
calib_01525,0.7622196078300476,0.17816433310508728,6,2
calib_01526,0.503779947757721,0.2383202463388443,6,2
calib_01527,0.44219669699668884,0.7859436273574829,3,5
calib_01528,0.24878309667110443,0.9747440218925476,2,7
calib_01529,0.4963512420654297,0.9120418429374695,4,6
calib_01530,0.4918898046016693,0.40547844767570496,3,3
calib_01531,0.814773678779602,0.22723662853240967,7,7
calib_01532,0.9908050298690796,0.98926842212677,2,2
calib_01533,0.0,0.4045690596103668,0,5
calib_01534,0.5111960768699646,0.933894157409668,4,4
calib_01535,0.8431158661842346,0.34646645188331604,8,5
calib_01536,0.3409905433654785,0.5916872620582581,2,4
calib_01537,0.1696518212556839,0.7460090517997742,1,3
calib_01538,0.940692126750946,0.0,10,0
calib_01539,0.4816560447216034,0.7580994367599487,3,4
calib_01540,0.4806045591831207,0.0,3,0
calib_01541,0.31547489762306213,0.5733262300491333,3,6
calib_01542,0.7750475406646729,0.3866941034793854,3,1
calib_01543,0.7779650688171387,0.0,8,0
calib_01544,0.9661973118782043,0.7122359871864319,3,3
calib_01545,0.32661378383636475,0.6752012372016907,2,2
calib_01546,0.8612622618675232,0.7164434194564819,6,4
calib_01547,0.3780499994754791,0.920285701751709,2,6
calib_01548,0.9255962371826172,0.0,10,0
calib_01549,0.3028571605682373,0.548389196395874,2,3
calib_01550,0.9925670027732849,0.29002174735069275,2,2
calib_01551,0.2616373300552368,0.9757004976272583,2,9
calib_01552,0.7107336521148682,0.4440695643424988,2,2
calib_01553,0.44343000650405884,0.3456772565841675,5,3
calib_01554,0.1971314400434494,0.6333922743797302,1,2
calib_01555,0.50275057554245,0.5281205773353577,1,1
calib_01556,0.33651620149612427,0.44907474517822266,4,3
calib_01557,0.997189462184906,0.26202458143234253,4,4
calib_01558,0.8434885740280151,0.0,4,0
calib_01559,0.33899086713790894,0.516163170337677,1,3
calib_01560,0.0,0.0,0,0
calib_01561,0.5107666254043579,0.9296117424964905,6,6
calib_01562,0.9291989207267761,0.9113838076591492,1,1
calib_01563,0.880931556224823,0.28580766916275024,2,1
calib_01564,0.25413694977760315,0.6014090776443481,1,1
calib_01565,0.3455301523208618,0.19069495797157288,5,2
calib_01566,0.5059016942977905,0.19815200567245483,2,1
calib_01567,0.1412193328142166,0.21066243946552277,1,1
calib_01568,0.7307349443435669,0.9890025854110718,5,5
calib_01569,0.5744748115539551,0.3891269862651825,1,1
calib_01570,0.6390271782875061,0.0,6,0
calib_01571,0.8427233695983887,0.37362316250801086,3,1
calib_01572,0.30871328711509705,0.16907493770122528,1,1
calib_01573,0.45360612869262695,0.4737042188644409,3,3
calib_01574,0.8515749573707581,0.46219754219055176,3,3
calib_01575,0.0,0.0,0,0
calib_01576,0.7334384918212891,0.44046640396118164,9,1
calib_01577,0.0,0.989891529083252,0,10
calib_01578,0.46196237206459045,0.9019267559051514,5,12
calib_01579,0.5750485062599182,0.8416982889175415,1,2
calib_01580,0.7250970602035522,0.0,7,0
calib_01581,0.8929663896560669,0.0,7,0
calib_01582,0.0,0.9454606175422668,0,7
calib_01583,0.8148970603942871,0.9472845196723938,3,2
calib_01584,0.7585668563842773,0.777910053730011,6,4
calib_01585,0.6696352958679199,0.9899095296859741,3,2
calib_01586,0.17281275987625122,0.0,1,0
calib_01587,0.20037950575351715,0.6620824337005615,1,1
calib_01588,0.0,0.9911732077598572,0,4
calib_01589,0.2639668583869934,0.2844564914703369,1,1
calib_01590,0.9760079979896545,0.0,21,0
calib_01591,0.903508186340332,0.33360958099365234,9,8
calib_01592,0.0,0.8821649551391602,0,6
calib_01593,0.3336750566959381,0.43169206380844116,1,1
calib_01594,0.37054455280303955,0.8631346821784973,2,5
calib_01595,0.5515553951263428,0.9113306999206543,4,4
calib_01596,0.8206116557121277,0.39751046895980835,5,2
calib_01597,0.44235357642173767,0.9750204086303711,3,4
calib_01598,0.2912004590034485,0.5382629632949829,1,1
calib_01599,0.8786624670028687,0.7128705382347107,5,5
calib_01600,0.7130259275436401,0.650438129901886,4,4
calib_01601,0.7005969285964966,0.0,4,0
calib_01602,0.7662674784660339,0.6652531027793884,3,3
calib_01603,0.0,0.9757199287414551,0,3
calib_01604,0.32741400599479675,0.9200413227081299,3,8
calib_01605,0.37498247623443604,0.882582426071167,4,8
calib_01606,0.0,0.7619433403015137,0,4
calib_01607,0.9335890412330627,0.9840953350067139,2,2
calib_01608,0.6240533590316772,0.7362135052680969,5,5
calib_01609,0.6893396973609924,0.3416276276111603,1,3
calib_01610,0.5084112286567688,0.9875243902206421,2,2
