image_id,s_x,s_rot,len_x,len_rot,text_x,text_rot
calib_00952,0.4113088846206665,0.4163302779197693,3,2,T05,SS
calib_00953,0.9242580533027649,0.2862870693206787,7,6,IMMERGE,OEEEEE
calib_00954,0.17618846893310547,0.38156425952911377,1,1,S,e
calib_00955,0.3957173526287079,0.31156039237976074,2,2,02,RO
calib_00956,0.894849956035614,0.5264461636543274,5,4,"1,110",OLLL
calib_00957,0.290401428937912,0.8775038123130798,1,3,u,Lhe
calib_00958,0.0,0.0,0,0,,
calib_00959,0.8334966897964478,0.13928687572479248,1,1,2,R
calib_00960,0.3821970224380493,0.7800111770629883,4,5,CZ00,10023
calib_00961,0.811294436454773,0.0,7,0,LRRC!!!,
calib_00962,0.37064129114151,0.35933050513267517,2,1,BU,S
calib_00963,0.9997838735580444,0.3279627859592438,5,3,thefe,tte
calib_00964,0.44785434007644653,0.8003766536712646,8,9,ITVNESNO,CHUSSNALK
calib_00965,0.8692460656166077,0.132741317152977,3,1,CKE,E
calib_00966,0.4044601619243622,0.40133699774742126,1,1,C,C
calib_00967,0.790626585483551,0.4069046080112457,3,3,FEK,SE4
calib_00968,0.2335842251777649,0.5882859826087952,4,1,PAER,O
calib_00969,0.27754703164100647,0.2817004919052124,1,1,M,L
calib_00970,0.17780117690563202,0.9825848937034607,3,6,Ran,Valley
calib_00971,0.7465914487838745,0.6862188577651978,2,2,--,--
calib_00972,0.24443069100379944,0.8356115221977234,4,4,M7AN,CALU
calib_00973,0.836874783039093,0.38048338890075684,7,4,weaith.,WoOm
calib_00974,0.5031436681747437,0.7460745573043823,8,9,COINEOGD,090317155
calib_00975,0.3941797912120819,0.21372754871845245,4,3,LAoL,MSA
calib_00976,0.42304402589797974,0.7756132483482361,4,5,SNEL,TURNS
calib_00977,0.9993191957473755,0.39721155166625977,8,7,TRAINING,AINIINL
calib_00978,0.5485659837722778,0.6119562387466431,2,1,7X,X
calib_00979,0.5889968872070312,0.0,6,0,KCKMAD,
calib_00980,0.45037078857421875,0.9150621294975281,6,8,pauelt,11.0%rol
calib_00981,0.1356951743364334,0.9990585446357727,3,3,2Ae,Eye
calib_00982,0.9941709041595459,0.5861623883247375,3,3,GEP,CEE
calib_00983,0.9360920190811157,0.6933735013008118,4,4,8622,2298
calib_00984,0.8655440807342529,0.5829835534095764,6,6,DIBSEL,1ESE10
calib_00985,0.5381370186805725,0.23200851678848267,6,2,PICTRS,58
calib_00986,0.17344477772712708,0.9993976354598999,5,8,rntnu,Anderson
calib_00987,0.3208111822605133,0.4169238805770874,1,1,K,3
calib_00988,0.6149627566337585,0.785685122013092,3,3,es2,25g
calib_00989,0.4948028326034546,0.45018449425697327,3,3,POS,200
calib_00990,0.9238417744636536,0.38170018792152405,1,1,R,8
calib_00991,0.46561068296432495,0.5539620518684387,5,4,HarHL,ThOH
calib_00992,0.23610816895961761,0.9515137076377869,3,4,NAA,MAYO
calib_00993,0.5610853433609009,0.751983106136322,1,1,d,R
calib_00994,0.44199952483177185,0.7484819889068604,1,2,θ,O.
calib_00995,0.3802322447299957,0.9991334080696106,6,9,TAATIE,LAFAYETTE
calib_00996,0.4926421344280243,0.2544625997543335,6,5,CLDuRs,Seans
calib_00997,0.361402690410614,0.9220276474952698,2,2,21,12
calib_00998,0.8207041621208191,0.6392406225204468,5,5,WEILS,STISM
calib_00999,0.19859720766544342,0.16075637936592102,1,1,E,5
calib_01000,0.9222041368484497,0.5282582640647888,7,7,JUNPERO,Cu3dNnE
calib_01001,0.3659924268722534,0.8721317052841187,5,5,ANLTO,IAUTO
calib_01002,0.5981107354164124,0.6919906139373779,1,1,T,A
calib_01003,0.30589210987091064,0.6183262467384338,1,3,0,Fno
calib_01004,0.8862650990486145,0.6984993815422058,5,6,bagen,palleg
calib_01005,0.6157137155532837,0.8822964429855347,2,2,17,Lk
calib_01006,0.471170574426651,0.5051803588867188,1,1,.,#
calib_01007,0.49147844314575195,0.24157872796058655,2,2,90,0A
calib_01008,0.9288013577461243,0.4166170656681061,1,1,5,S
calib_01009,0.5446792244911194,0.9905081391334534,4,4,2000,2001
calib_01010,0.47513943910598755,0.6222931146621704,4,5,14'3,w.Net
calib_01011,0.8619869351387024,0.40917813777923584,17,12,www.krajiigek.net,RoU2pbjEDN.N
calib_01012,0.2432967871427536,0.25421738624572754,3,2,BTE,ad
calib_01013,0.7740287780761719,0.3764691948890686,3,1,(3),0
calib_01014,0.9170320630073547,0.7136601209640503,4,4,FOTE,3104
calib_01015,0.9246411323547363,0.24430757761001587,6,2,"3"" Ave",S.
calib_01016,0.5626723766326904,0.33494436740875244,1,2,0,O0
calib_01017,0.5388517379760742,0.2596782147884369,2,2,ae,a0
calib_01018,0.9007678627967834,0.8310190439224243,3,4,808,BOBD
calib_01019,0.2730049788951874,0.4779658317565918,3,4,HAT,SITA
calib_01020,0.7921055555343628,0.3096749484539032,7,4,UeLises,esss
calib_01021,0.6384913325309753,0.0,2,0,19,
calib_01022,0.36010611057281494,0.338454008102417,2,3,32,26.
calib_01023,0.4096902310848236,0.3893212676048279,1,2,2,10
calib_01024,0.2176005244255066,0.24658796191215515,2,1,ST,1
calib_01025,0.6561932563781738,0.5157970786094666,2,2,54,IS
calib_01026,0.7892852425575256,0.9635221362113953,4,4,C281,1873
calib_01027,0.7939796447753906,0.8981134295463562,3,2,"SE""",.3
calib_01028,0.29986149072647095,0.5325339436531067,1,1,N,M
calib_01029,0.5902265310287476,0.22689040005207062,5,5,13220,1ECRE
calib_01030,0.3629702031612396,0.4400928020477295,7,6,ESoToOL,TOLONE
calib_01031,0.8561403155326843,0.32404300570487976,3,2,F11,E1
calib_01032,0.9939335584640503,0.8765677213668823,5,5,UNION,NOIND
calib_01033,0.6591536402702332,0.2580937445163727,1,1,+,X
calib_01034,0.9081089496612549,0.9481991529464722,4,4,9.46,9761
calib_01035,0.285123735666275,0.9896777868270874,5,5,NOOEN,NORTH
calib_01036,0.9262053966522217,0.3128155767917633,9,5,four-feaf,tae-e
calib_01037,0.0,0.19107291102409363,0,2,,Da
calib_01038,0.6922739148139954,0.37428712844848633,5,5,CSHDE,30HS0
calib_01039,0.7909049987792969,0.3265112638473511,3,1,San,y
calib_01040,0.7400091886520386,0.7936329245567322,5,6,D/900,2/06/0
calib_01041,0.4637795388698578,0.2879056930541992,1,1,:,:
calib_01042,0.0,0.0,0,0,,
calib_01043,0.2796957492828369,0.202188178896904,3,2,L46,JR
calib_01044,0.9995827674865723,0.30374544858932495,17,2,"ristrutturazione,",on
calib_01045,0.7575919032096863,0.7061872482299805,4,4,INIL,MINI
calib_01046,0.2872796952724457,0.9393901228904724,7,8,PAAAARA,PASADENA
calib_01047,0.18701478838920593,0.45981457829475403,2,2,A#,4k
calib_01048,0.0,0.1205526813864708,0,1,,""""
calib_01049,0.8912558555603027,0.5622316002845764,3,2,BL9,68
calib_01050,0.857038676738739,0.2270108461380005,7,2,mortals,se
calib_01051,0.42692530155181885,0.4020417630672455,8,5,MTHLOERT,LERRR
calib_01052,0.9876331090927124,0.2924489676952362,30,22,PACKAGING SUPPLIES & MATERIALS,PAVEEEEESEEPRESEEEEEAS
calib_01053,0.20641924440860748,0.14555644989013672,1,1,S,B
calib_01054,0.4414058327674866,0.3108742833137512,4,4,100S,S801
calib_01055,0.7355822324752808,0.34141236543655396,5,5,Sucer,JHUHS
calib_01056,0.6834901571273804,0.8507777452468872,4,5,penl,Srosa
calib_01057,0.5314927697181702,0.4048655927181244,3,3,SIN,19S
calib_01058,0.7175498008728027,0.5693678259849548,1,1,W,M
calib_01059,0.35323479771614075,0.3071192502975464,3,3,C1L,TEI
calib_01060,0.7950005531311035,0.9022733569145203,4,4,1E03,E031
calib_01061,0.2975366413593292,0.4127541780471802,1,2,A,HF
calib_01062,0.20327767729759216,0.6988322734832764,2,4,BO,COVA
calib_01063,0.964512288570404,0.6319816708564758,4,4,gro-,-ou2
calib_01064,0.9408011436462402,0.4721083641052246,24,7,Fingertips NALL SALON WA,MM NT T
calib_01065,0.6761983036994934,0.9733767509460449,5,5,N62hW,M4291
calib_01066,0.35375308990478516,0.6418944597244263,3,3,0I8,B10
calib_01067,0.49119099974632263,0.49176502227783203,3,5,DOS,CCAOG
calib_01068,0.922073245048523,0.4462895393371582,5,4,Webwe,agaM
calib_01069,0.8095690011978149,0.5302212238311768,1,1,+,X
calib_01070,0.408697247505188,0.9371054768562317,3,9,fad,Profilins
calib_01071,0.5224397778511047,0.9994713068008423,8,10,paty-unj,fun-filled
calib_01072,0.32351523637771606,0.857225775718689,5,5,Suans,SharS
calib_01073,0.9482378959655762,0.44098466634750366,6,5,friend,poalg
calib_01074,0.3131418824195862,0.49009957909584045,8,8,TMOUNRIS,brdkmoan
calib_01075,0.4220902621746063,0.2060360610485077,2,2,00,t0
calib_01076,0.3390619456768036,0.2500597834587097,3,2,Van,Ce
calib_01077,0.7841629981994629,0.6224963068962097,17,14,QundHD+SuperAMouI,unoW.adng+aHpd
calib_01078,0.5765089988708496,0.0,2,0,MA,
calib_01079,0.5968747138977051,0.9980301856994629,4,4,BEEE,REEL
calib_01080,0.49908527731895447,0.8586544990539551,7,8,13SSvMI,HIWASSEE
calib_01081,0.3949676752090454,0.7884235382080078,4,4,B5RP,4853
calib_01082,0.2979903817176819,0.24588635563850403,4,4,1004,P200
calib_01083,0.5073359608650208,0.2875479757785797,2,3,ES,C14
calib_01084,0.255496621131897,0.4211883246898651,1,1,S,5
calib_01085,0.7443273663520813,0.9995511174201965,5,5,NAAAN,JAPAN
calib_01086,0.7153676152229309,0.24985693395137787,5,4,CREER,CEEO
calib_01087,0.776826024055481,0.89277583360672,5,4,Velta,CIKA
calib_01088,0.779285192489624,0.5707306861877441,2,2,an,ne
calib_01089,0.8206218481063843,0.3500392735004425,5,1,April,M
calib_01090,0.2855767607688904,0.7792046070098877,3,3,Jeh,MAr
calib_01091,0.9255817532539368,0.2758643329143524,20,1,www.helicopter.co.nz,a
calib_01092,0.38556328415870667,0.2968515157699585,4,2,-ULE,-P
calib_01093,0.0,0.0,0,0,,
calib_01094,0.9336684942245483,0.9358282089233398,4,2,HN's,NH
calib_01095,0.41172972321510315,0.3298517167568207,2,2,O0,6D
calib_01096,0.5046232342720032,0.9541445374488831,2,2,RA,TM
calib_01097,0.38336706161499023,0.7430858612060547,3,3,5tO,015
calib_01098,0.7838894724845886,0.5316022038459778,5,6,dlcys,shiaup
calib_01099,0.8861757516860962,0.6044868230819702,5,5,AX-12,2L-xY
calib_01100,0.8958763480186462,0.5239078998565674,2,2,1/,%s
calib_01101,0.13217556476593018,0.7248454093933105,1,4,S,TAPS
calib_01102,0.4660942852497101,0.6064186692237854,4,6,MBST,LISTER
calib_01103,0.9888409972190857,0.8382301926612854,1,1,M,W
calib_01104,0.24144743382930756,0.8299378156661987,1,1,1,7
calib_01105,0.8844471573829651,0.45588406920433044,6,6,MELHOR,MOMTaN
calib_01106,0.45720332860946655,0.1633605659008026,4,2,J000,OR
calib_01107,0.8336633443832397,0.26499325037002563,1,1,1,I
calib_01108,0.8855420351028442,0.7963525652885437,1,1,0,0
calib_01109,0.7390449047088623,0.8301714062690735,10,11,-E---25LOW,MO15T----E-
calib_01110,0.648757815361023,0.8101807236671448,5,6,hosne,BUSCK.
calib_01111,0.0,0.12474668771028519,0,1,,-
calib_01112,0.31841930747032166,0.3176143765449524,1,4,q,ihee
calib_01113,0.34154051542282104,0.15818169713020325,2,2,19,65
calib_01114,0.22225728631019592,0.16950461268424988,1,1,9,2
calib_01115,0.3729066848754883,0.3609764575958252,2,6,TO,DLOLiA
calib_01116,0.8734021186828613,0.9948348999023438,1,1,E,E
calib_01117,0.33958515524864197,0.12531110644340515,1,1,1,1
calib_01118,0.41679370403289795,0.7944762706756592,4,8,PAAE,DAYPEOER
calib_01119,0.8923118114471436,0.4907815456390381,16,14,RACHELIS ITALIAN,NETTEUSJTEHORO
calib_01120,0.30516648292541504,0.5509141087532043,2,3,OT,1:O
calib_01121,0.5499610900878906,0.7369392514228821,4,4,C8EO,0180
calib_01122,0.6317327618598938,0.40143856406211853,9,6,Berot.com,100.-0
calib_01123,0.525025486946106,0.9618950486183167,5,6,Spwos,Somala
calib_01124,0.9971792697906494,0.6378772854804993,3,3,Two,ong
calib_01125,0.7456532716751099,0.5510476231575012,1,1,a,P
calib_01126,0.9218612909317017,0.5050835609436035,11,9,"illsommans,",suowwosgn
calib_01127,0.4046158790588379,0.8298583030700684,2,3,Ol,llo
calib_01128,0.7622250914573669,0.4124636650085449,3,3,118,14L
calib_01129,0.717546284198761,0.4556989073753357,5,5,udhfo,ogipn
calib_01130,0.35396313667297363,0.2944597899913788,2,3,tt,ATE
calib_01131,0.4086281657218933,0.8546998500823975,5,8,EREEE,TENEREID
calib_01132,0.31246086955070496,0.8453379273414612,4,4,2O12,2142
calib_01133,0.9403294324874878,0.180482879281044,5,2,PAPER,AV
calib_01134,0.9998502731323242,0.1848992109298706,6,4,gratis,agas
calib_01135,0.34346383810043335,0.37840142846107483,2,2,no,00
calib_01136,0.0,0.0,0,0,,
calib_01137,0.5913187265396118,0.2851842939853668,2,1,PE,J
calib_01138,0.9817131161689758,0.8956152200698853,1,2,L,47
calib_01139,0.4631842076778412,0.31798264384269714,3,5,SCA,SRLDE
calib_01140,0.8974694609642029,0.7575922608375549,8,6,ENF 9119,611633
calib_01141,0.4283123314380646,0.5767439007759094,3,3,1E1,2a1
calib_01142,0.9281701445579529,0.5346581339836121,6,1,IRELLI,E
calib_01143,0.28978875279426575,0.7840261459350586,3,7,IPA,virtial
calib_01144,0.9048274755477905,0.0,8,0,Conclsin,
calib_01145,0.1413855105638504,0.2134256660938263,1,1,",",.
calib_01146,0.250000923871994,0.5350314974784851,3,3,KAL,TEN
calib_01147,0.9156418442726135,0.30218225717544556,3,2,160,oa
calib_01148,0.941412091255188,0.23267753422260284,7,3,biljett,Hig
calib_01149,0.5679003596305847,0.8204962015151978,1,1,"""",""""
calib_01150,0.44385308027267456,0.440248966217041,2,2,cn,40
calib_01151,0.9955679774284363,0.2807963490486145,8,1,@wfryer-,r
calib_01152,0.5292354226112366,0.9855092763900757,8,11,Brwadesu,engagemang.
calib_01153,0.19841037690639496,0.9490826725959778,2,9,IE,PREMIERES
calib_01154,0.16036665439605713,0.6283645033836365,2,3,FR,113
calib_01155,0.6848761439323425,0.8834582567214966,4,4,nwes,Samy
calib_01156,0.7914363145828247,0.42933526635169983,4,3,Thig,615
calib_01157,0.8662305474281311,0.157684788107872,13,1,Introductions,t
calib_01158,0.14940530061721802,0.5744965076446533,2,8,SM,WASHINSE
calib_01159,0.4052421748638153,0.35742682218551636,1,1,H,1
calib_01160,0.26709234714508057,0.2358415424823761,1,1,9,8
calib_01161,0.20602019131183624,0.9377897381782532,4,5,Peer,Devon
calib_01162,0.21055278182029724,0.7975448369979858,1,2,2,to
calib_01163,0.9816479086875916,0.24144645035266876,9,3,Bertuccis,Srs
calib_01164,0.942327082157135,0.3657398819923401,4,4,C2OL,C020
calib_01165,0.9671223163604736,0.9080380201339722,1,1,N,N
calib_01166,0.1853284388780594,0.3574587404727936,1,2,T,mu
calib_01167,0.9503539204597473,0.3395349085330963,5,4,carly,Areo
calib_01168,0.9641067981719971,0.5809733271598816,6,7,signal,yeutire
calib_01169,0.30881884694099426,0.9124687910079956,3,7,M0D,CAUTION
calib_01170,0.34132900834083557,0.5202111601829529,1,1,8,3
calib_01171,0.9992304444313049,0.35641273856163025,6,3,DIFUSO,OUO
calib_01172,0.8106473684310913,0.5445082783699036,1,1,D,C
calib_01173,0.490383118391037,0.9952433109283447,2,2,On,Mo
calib_01174,0.9252491593360901,0.2339223176240921,8,2,Riley&co,R0
calib_01175,0.9996076226234436,0.3109350800514221,18,17,www.LosMocanos.com,WOM'MOUoMOWSOMMMM
calib_01176,0.8569999933242798,0.3464568555355072,8,6,Spotless,sopacs
calib_01177,0.4751359522342682,0.6467044353485107,6,6,INPAnO,DutoNh
calib_01178,0.9781548380851746,0.9512996077537537,4,4,-009,600-
calib_01179,0.6624825596809387,0.6355978846549988,1,1,2,2
calib_01180,0.9539185762405396,0.3134315609931946,8,5,Operated,posde
calib_01181,0.7711082696914673,0.4803125560283661,7,4,Compory,Koda
calib_01182,0.672986626625061,0.7149444222450256,2,1,to,+
calib_01183,0.891573429107666,0.9894315600395203,4,4,1426,9871
calib_01184,0.6540179252624512,0.6369550228118896,4,4,2407,LOPE
calib_01185,0.922797441482544,0.6207453012466431,8,7,644-733-,EEL-L19
calib_01186,0.6317857503890991,0.5201688408851624,1,1,M,w
calib_01187,0.9921452403068542,0.5868111252784729,6,6,LBA-48,17-087
calib_01188,0.9148831963539124,0.5060023665428162,1,1,1,1
calib_01189,0.2914545238018036,0.9108486175537109,6,9,"""soopa",outdoors.
calib_01190,0.5536448955535889,0.3920435905456543,2,2,V/,I1
calib_01191,0.6808331608772278,0.5810959339141846,3,3,C5O,OSO
calib_01192,0.3805250823497772,0.925059974193573,6,6,PESSST,PENSKF
calib_01193,0.9969121217727661,0.41806575655937195,2,2,25,22
calib_01194,0.22260157763957977,0.9118192195892334,3,3,7LL,CAL
calib_01195,0.8637549877166748,0.40473318099975586,2,2,Me,al
calib_01196,0.4838795065879822,0.9849661588668823,4,5,roan,relax
calib_01197,0.3735053837299347,0.8002714514732361,1,3,m,Aac
calib_01198,0.7712985277175903,0.5766956806182861,5,5,11843,Epill
calib_01199,0.3279956877231598,0.9989780187606812,12,28,cedtrrr retJ,Clear Scratch Resistant Film
calib_01200,0.6098327040672302,0.4112253785133362,4,2,FICA,PS
calib_01201,0.6942936778068542,0.9972575306892395,3,4,ANA,ANCA
calib_01202,0.15843579173088074,0.6365847587585449,2,4,DO,MILL
calib_01203,0.2631615102291107,0.9849424958229065,3,6,hee,checks
calib_01204,0.8805139064788818,0.5799416303634644,8,7,PSATT ST,15 AVEd
calib_01205,0.8318198919296265,0.24743090569972992,5,3,CABLA,EVD
calib_01206,0.434124618768692,0.8574803471565247,5,7,11SB1,1ELSTRA
calib_01207,0.615678608417511,0.9364812970161438,6,7,A VMAA,IOWA AV
calib_01208,0.2619355320930481,0.5583750009536743,1,7,O,Na Rion
calib_01209,0.9958029389381409,0.7607985138893127,3,3,177,111
calib_01210,0.4271964728832245,0.8786330223083496,4,4,SOLL,7785
calib_01211,0.32504984736442566,0.7017024159431458,3,5,SaD,OURES
calib_01212,0.4172881543636322,0.3014209270477295,1,1,t,3
calib_01213,0.9198194742202759,0.3427838385105133,5,5,Testy,hisny
calib_01214,0.5326014161109924,0.37588897347450256,1,1,3,K
calib_01215,0.26426035165786743,0.9377135038375854,5,9,moogr,Wikileaks
calib_01216,0.5393370985984802,0.4919503927230835,2,1,-=,=
calib_01217,0.9519997835159302,0.5819885730743408,4,4,2905,3062
calib_01218,0.6847292184829712,0.9071851372718811,4,4,0022,7200
calib_01219,0.7089601755142212,0.40605250000953674,10,5,155@ga.com,wobba
calib_01220,0.8677330613136292,0.2941007614135742,7,3,GARAISH,CRN
calib_01221,0.5459319949150085,0.9986450672149658,3,3,958,356
calib_01222,0.3664584755897522,0.8898422718048096,2,2,CI,13
calib_01223,0.9766848087310791,0.6374406218528748,1,1,H,H
calib_01224,0.26681065559387207,0.9888266324996948,5,7,wrmee,Mosaico
calib_01225,0.8470172882080078,0.620966911315918,3,3,619,6L9
calib_01226,0.834745466709137,0.5325636863708496,6,4,Ammice,muMy
calib_01227,0.39743614196777344,0.9205869436264038,5,7,CEEVO,GLAVENO
calib_01228,0.16810041666030884,0.8906391263008118,3,8,G0e,BOUTIOUE
calib_01229,0.9868295788764954,0.8393850922584534,1,1,A,A
calib_01230,0.275949627161026,0.9181720018386841,4,9,Wgae,WiderhoPe
calib_01231,0.4834492802619934,0.5214285254478455,5,6,L4OCE,EM.CPT
calib_01232,0.1070166826248169,0.12832489609718323,1,1,a,1
calib_01233,0.9844036102294922,0.3582420349121094,9,7,GIBRALTAR,VIIVERS
calib_01234,0.2648473381996155,0.31641530990600586,3,3,OTE,HIL
calib_01235,0.12854251265525818,0.2562105357646942,1,1,*,A
calib_01236,0.454867959022522,0.6833873391151428,9,9,LUSWETION,MOTTEMETY
calib_01237,0.4029974639415741,0.9572170972824097,4,4,DOME,avec
calib_01238,0.41245707869529724,0.9842798113822937,3,3,NDG,NGE
calib_01239,0.9983019828796387,0.36301666498184204,3,2,bis,is
calib_01240,0.9265789985656738,0.7095527052879333,1,1,7,E
calib_01241,0.3510952591896057,0.7727199196815491,2,2,'S,S.
calib_01242,0.6138494610786438,0.8063427209854126,4,4,9927,2236
calib_01243,0.9107158184051514,0.18236297369003296,8,4,Hattiesb,heer
calib_01244,0.8665525913238525,0.9982923865318298,1,1,+,+
calib_01245,0.363992303609848,0.8706076741218567,6,6,ogrony,Tanato
calib_01246,0.9452735185623169,0.46228787302970886,7,2,FANTASH,AI
calib_01247,0.977367103099823,0.4361516535282135,3,3,MTA,WLW
calib_01248,0.7204911708831787,0.31635889410972595,3,3,GND,CAD
calib_01249,0.31564226746559143,0.666851818561554,3,3,0SS,950
calib_01250,0.2986161410808563,0.946479082107544,4,9,Cooo,Ciouscolo
calib_01251,0.0,0.8181015253067017,0,10,,PISMISTERY
calib_01252,0.25135546922683716,0.9925979971885681,4,4,HERH,Hack
calib_01253,0.7204604744911194,0.9808744192123413,2,2,h0,04
calib_01254,0.982425332069397,0.9849245548248291,4,4,NOZI,IZON
calib_01255,0.31164979934692383,0.9641322493553162,2,6,oo,morefo
calib_01256,0.2463524490594864,0.45949894189834595,4,4,1-74,VZA1
calib_01257,0.9894200563430786,0.8174339532852173,4,4,6336,9809
calib_01258,0.9994851350784302,0.2916146516799927,21,11,(www.beontheroad.com),(momooraoa)
calib_01259,0.8238568902015686,0.6303495168685913,4,4,3743,COLE
calib_01260,0.8600992560386658,0.42211246490478516,2,2,62,79
calib_01261,0.4806237816810608,0.3636430501937866,2,2,BC,00
calib_01262,0.7862586379051208,0.9365839958190918,3,3,asn,LED
calib_01263,0.9929494261741638,0.3913167119026184,7,5,LANCOME,TOOEE
calib_01264,0.6579661965370178,0.20161934196949005,7,5,Salratt,geyer
calib_01265,0.7549290657043457,0.3813815116882324,3,3,WAR,CAA
calib_01266,0.9988824129104614,0.26511529088020325,4,3,Edit,BP3
calib_01267,0.20655930042266846,0.8828959465026855,4,5,wyow,Match
calib_01268,0.9377506971359253,0.4903731644153595,4,4,5080,380S
calib_01269,0.747645378112793,0.9668883085250854,1,1,a,D
calib_01270,0.4165271520614624,0.5399455428123474,3,4,MIO,NOHA
calib_01271,0.4809819459915161,0.8055470585823059,1,1,o,o
calib_01272,0.4840240478515625,0.6045275330543518,3,4,SHV,Mils
calib_01273,0.9565891623497009,0.4436132311820984,1,1,-,-
calib_01274,0.9722710251808167,0.35908082127571106,8,6,CHAIVNUM,CONANN
calib_01275,0.3541070520877838,0.5356869101524353,3,3,ang,500
calib_01276,0.9845402836799622,0.39294394850730896,9,6,Yuengling,sjbuan
calib_01277,0.20377309620380402,0.6523621678352356,4,4,SouR,URCF
calib_01278,0.36095255613327026,0.584266185760498,2,2,07,10
calib_01279,0.8931196928024292,0.7430212497711182,10,8,KIDDVaIIeY,AIIACIMI
calib_01280,0.3740309178829193,0.5777720808982849,3,3,409,eon
calib_01281,0.3025769293308258,0.9969145655632019,3,5,Fao,Fitou
calib_01282,0.9208505153656006,0.2936071455478668,9,4,requiring,huer
calib_01283,0.949417769908905,0.3758813142776489,16,15,ASSOCIATION INC.,OSE AALIVIIOAST
calib_01284,0.9979214668273926,0.34461385011672974,23,16,http://techno.mayix.net,h'x!Aw'ouag//:dy
calib_01285,0.47440049052238464,0.6893065571784973,3,4,noy,hou=
calib_01286,0.7957544326782227,0.3400292694568634,6,2,VPONTS,NO
calib_01287,0.6267344951629639,0.9060027599334717,4,3,DOTO,awa
calib_01288,0.9338821768760681,0.5129774212837219,3,3,bis,819
calib_01289,0.5566534996032715,0.6707884073257446,2,2,El,13
calib_01290,0.4547079801559448,0.9519538879394531,4,4,TAAA,MARA
calib_01291,0.2934778034687042,0.9242615699768066,2,4,uh,Min.
calib_01292,0.3351568281650543,0.8465456962585449,3,3,LMT,LMT
calib_01293,0.3284884989261627,0.8624484539031982,2,2,Se,as
calib_01294,0.3590209484100342,0.857772171497345,2,5,ou,Ritmo
calib_01295,0.23736834526062012,0.980052649974823,4,9,COan,Costallat
calib_01296,0.4396292567253113,0.6927477121353149,2,2,DO,(N
calib_01297,0.2977774739265442,0.508452296257019,1,1,N,N
calib_01298,0.6512075662612915,0.9899100065231323,5,5,ONISO,CAINO
calib_01299,0.5937055349349976,0.8174671530723572,6,7,HIGNOI,MONSTER
calib_01300,0.42023545503616333,0.7056845426559448,2,2,EH,RA
calib_01301,0.5791614055633545,0.7364959716796875,2,2,ol,10
calib_01302,0.0,0.6900858879089355,0,2,,Co
calib_01303,0.9976086616516113,0.5065864324569702,5,4,HRIST,SPSH
calib_01304,0.6024859547615051,0.8904668092727661,5,5,50'5S,55.00
calib_01305,0.5776420831680298,0.9458006620407104,5,7,gayms,Suite B
calib_01306,0.41134268045425415,0.693555474281311,4,4,cgob,Gobo
calib_01307,0.6322259306907654,0.6574921011924744,6,6,ANSIEM,WHINAY
calib_01308,0.2901565730571747,0.9229986667633057,3,6,myy,Ouftaw
calib_01309,0.9242954850196838,0.25648483633995056,6,3,Format,pag
calib_01310,0.31278109550476074,0.998015284538269,8,8,PAAONNIE,PACKOUT&
calib_01311,0.8964425921440125,0.48410966992378235,4,2,STAR,SA
calib_01312,0.6975923180580139,0.9963527917861938,2,2,PO,04
calib_01313,0.9896368980407715,0.2773982882499695,2,2,13,E1
calib_01314,0.45763707160949707,0.7992973923683167,6,6,LOOLNS,SKIPPY
calib_01315,0.713693380355835,0.9904997944831848,2,2,AH,RY
calib_01316,0.8624719381332397,0.9537779688835144,4,1,PILL,T
calib_01317,0.600655734539032,0.7994492650032043,3,3,5ZS,523
calib_01318,0.992794394493103,0.6876958608627319,2,2,30,OE
calib_01319,0.876835823059082,0.5504229664802551,5,5,DAIVE,ZANNG
calib_01320,0.5428287386894226,0.24231503903865814,1,2,J,ot
calib_01321,0.9779845476150513,0.3716783821582794,9,1,Aktueller,J
calib_01322,0.248267263174057,0.9661701321601868,5,6,CSART,GAY ST
calib_01323,0.9903329610824585,0.9037080407142639,2,3,MN,NW.
calib_01324,0.529535174369812,0.9923898577690125,4,4,JOoN,Noon
calib_01325,0.9523181915283203,0.5488137006759644,2,2,AV,AA
calib_01326,0.8837102651596069,0.255500853061676,8,2,CocaCola,C0
calib_01327,0.8279917240142822,0.9002980589866638,3,3,200,002
calib_01328,0.7535242438316345,0.5037748217582703,5,5,JONAR,AVIel
calib_01329,0.7015298008918762,0.6915852427482605,3,4,:41,Vin.
calib_01330,0.9827426671981812,0.19202111661434174,7,5,infenem,tntti
calib_01331,0.9985795617103577,0.39880871772766113,18,4,WWW.LEATHERETC.COM,WMHE
calib_01332,0.22973981499671936,0.9962155222892761,2,4,ua,Dart
calib_01333,0.9775875806808472,0.6406534910202026,4,5,LIGH,LHDIT
calib_01334,0.9310135841369629,0.24457845091819763,3,2,TED,I1
calib_01335,0.8586921691894531,0.0,5,0,Mtake,
calib_01336,0.2698500454425812,0.22769947350025177,1,1,M,M
calib_01337,0.9979281425476074,0.3931434452533722,3,3,YPE,BPE
calib_01338,0.4418816566467285,0.36678916215896606,1,1,F,L
calib_01339,0.9376295208930969,0.316250741481781,5,4,tasre,CISE
calib_01340,0.44926702976226807,0.9733485579490662,3,3,Aea,say
calib_01341,0.7378935217857361,0.556774377822876,3,3,OVA,DAE
calib_01342,0.4348858594894409,0.713165283203125,4,6,HITA,LUALIT
