image_id,p_x,p_rot
calib_00776,0.004972757,0.99502724
calib_00777,0.5196785,0.48032153
calib_00778,0.01620458,0.9837954
calib_00779,0.1224978,0.8775022
calib_00780,0.59773797,0.40226203
calib_00781,0.41240853,0.5875914
calib_00782,0.9916189,0.008381059
calib_00783,0.40056837,0.59943163
calib_00784,0.5529915,0.4470085
calib_00785,0.36793044,0.6320695
calib_00786,0.29232728,0.7076727
calib_00787,0.24142358,0.7585764
calib_00788,0.3169547,0.68304527
calib_00789,0.7338235,0.2661765
calib_00790,0.89390785,0.10609221
calib_00791,0.6168757,0.38312432
calib_00792,0.5817175,0.4182825
calib_00793,0.7443425,0.25565752
calib_00794,0.68963045,0.31036958
calib_00795,0.26778483,0.7322151
calib_00796,0.17523381,0.8247662
calib_00797,0.3999668,0.60003316
calib_00798,0.48556432,0.5144357
calib_00799,0.6423295,0.35767052
calib_00800,0.44856822,0.5514317
calib_00801,0.8621224,0.13787755
calib_00802,0.6658708,0.33412918
calib_00803,0.106352516,0.8936475
calib_00804,0.36148652,0.63851345
calib_00805,0.36372045,0.6362796
calib_00806,0.58536917,0.4146309
calib_00807,0.60602283,0.39397717
calib_00808,0.9996878,0.0003122393
calib_00809,0.82758015,0.17241988
calib_00810,0.10883083,0.89116913
calib_00811,0.76169777,0.23830225
calib_00812,0.8258444,0.17415555
calib_00813,0.8240109,0.17598906
calib_00814,0.5020104,0.49798965
calib_00815,0.31597823,0.6840217
calib_00816,0.09309955,0.90690047
calib_00817,0.60416645,0.39583358
calib_00818,0.07426191,0.9257381
calib_00819,0.931443,0.06855707
calib_00820,1.03016974e-16,1.0
calib_00821,0.0143957725,0.9856043
calib_00822,0.7308924,0.26910758
calib_00823,0.78156924,0.21843067
calib_00824,0.20338015,0.7966199
calib_00825,0.8616929,0.13830711
calib_00826,0.09798994,0.9020101
calib_00827,0.65764886,0.34235114
calib_00828,0.2652837,0.7347163
calib_00829,0.66222906,0.3377709
calib_00830,0.9878687,0.012131291
calib_00831,0.9986461,0.001353907
calib_00832,1.0,5.5303233e-09
calib_00833,0.0042697727,0.9957302
calib_00834,0.17493445,0.82506555
calib_00835,0.7950083,0.2049917
calib_00836,0.034919407,0.9650806
calib_00837,0.6598379,0.34016204
calib_00838,0.089119285,0.9108807
calib_00839,0.4025124,0.5974876
calib_00840,0.8048434,0.19515656
calib_00841,0.02677148,0.9732285
calib_00842,0.99980944,0.00019058443
calib_00843,0.53024405,0.46975592
calib_00844,0.07380457,0.9261955
calib_00845,0.53560334,0.46439663
calib_00846,0.9668901,0.033109844
calib_00847,0.4077642,0.5922358
calib_00848,0.46219128,0.5378088
calib_00849,0.7950746,0.20492536
calib_00850,0.85990614,0.14009382
calib_00851,0.97444373,0.025556305
calib_00852,0.61732143,0.3826786
calib_00853,0.43202257,0.5679775
calib_00854,0.31383392,0.68616605
calib_00855,0.40188238,0.59811765
calib_00856,0.36037886,0.63962114
calib_00857,0.50723225,0.49276775
calib_00858,0.55560607,0.44439396
calib_00859,0.8309547,0.16904527
calib_00860,0.9671656,0.032834448
calib_00861,0.02716641,0.97283363
calib_00862,0.28762093,0.71237904
calib_00863,0.73244756,0.26755238
calib_00864,0.007038332,0.9929617
calib_00865,0.4866811,0.5133189
calib_00866,0.56459206,0.43540797
calib_00867,0.6316318,0.36836824
calib_00868,0.009906254,0.99009377
calib_00869,0.818921,0.1810789
calib_00870,0.30091223,0.69908774
calib_00871,0.0123086795,0.98769134
calib_00872,0.015453602,0.9845464
calib_00873,0.76276594,0.23723404
calib_00874,0.6827993,0.3172007
calib_00875,0.97995687,0.020043105
calib_00876,0.0002939266,0.9997061
calib_00877,0.02318988,0.9768101
calib_00878,0.7912806,0.20871936
calib_00879,0.09371169,0.90628827
calib_00880,0.2770077,0.7229923
calib_00881,0.017592609,0.98240745
calib_00882,0.37215883,0.6278411
calib_00883,0.8078788,0.19212121
calib_00884,0.21129,0.78870994
calib_00885,0.6752075,0.32479247
calib_00886,0.5440679,0.45593205
calib_00887,0.78345114,0.21654886
calib_00888,0.14451149,0.8554885
calib_00889,0.9947718,0.0052281693
calib_00890,0.8863889,0.11361109
calib_00891,0.14121196,0.858788
calib_00892,0.81539726,0.18460275
calib_00893,0.47724023,0.5227598
calib_00894,0.20370837,0.7962916
calib_00895,0.24345294,0.75654703
calib_00896,0.039275408,0.9607246
calib_00897,0.60877526,0.3912247
calib_00898,0.5626285,0.43737146
calib_00899,0.5206604,0.47933954
calib_00900,0.93951434,0.060485695
calib_00901,0.6530645,0.3469355
calib_00902,0.7858571,0.21414286
calib_00903,0.7076893,0.29231066
calib_00904,0.48588976,0.5141102
calib_00905,0.99924797,0.00075200334
calib_00906,0.634141,0.36585897
calib_00907,0.5037849,0.49621513
calib_00908,0.0077429092,0.9922571
calib_00909,0.6265692,0.37343076
calib_00910,0.080528624,0.9194714
calib_00911,0.9847083,0.015291694
calib_00912,0.62121904,0.37878096
calib_00913,0.91733235,0.082667634
calib_00914,0.640655,0.35934496
calib_00915,0.8848233,0.115176655
calib_00916,0.1269723,0.8730277
calib_00917,0.61579597,0.38420403
calib_00918,0.062267885,0.9377321
calib_00919,0.9826538,0.017346175
calib_00920,0.038308006,0.9616919
calib_00921,0.612496,0.38750395
calib_00922,0.76008946,0.2399105
calib_00923,0.8271362,0.17286378
calib_00924,0.65303624,0.34696373
calib_00925,0.060327206,0.93967277
calib_00926,0.9921697,0.007830283
calib_00927,0.999918,8.201359e-05
calib_00928,0.3952671,0.6047329
calib_00929,0.328802,0.671198
calib_00930,0.999998,2.0846433e-06
calib_00931,0.91016304,0.08983697
calib_00932,0.62888974,0.3711103
calib_00933,0.49694684,0.5030532
calib_00934,0.0001768065,0.9998233
calib_00935,0.12532943,0.8746705
calib_00936,0.9685713,0.031428758
calib_00937,0.9999809,1.904891e-05
calib_00938,0.5222422,0.47775784
calib_00939,0.9080283,0.09197171
calib_00940,0.2436454,0.75635463
calib_00941,0.04233691,0.9576631
calib_00942,0.012482426,0.98751754
calib_00943,0.9863158,0.013684206
calib_00944,0.22611964,0.77388036
calib_00945,0.00013301871,0.99986696
calib_00946,0.32171822,0.6782818
calib_00947,0.094653875,0.90534616
calib_00948,0.48324358,0.5167564
calib_00949,0.99980766,0.0001923399
calib_00950,0.9676926,0.03230736
calib_00951,0.36641222,0.6335877
calib_00952,0.3823102,0.6176898
calib_00953,0.00084244163,0.99915755
calib_00954,0.6099048,0.3900952
calib_00955,0.38170394,0.618296
calib_00956,0.034183856,0.9658162
calib_00957,0.7572208,0.24277918
calib_00958,0.43087637,0.5691236
calib_00959,0.58992845,0.41007155
calib_00960,0.8114917,0.18850827
calib_00961,0.0046057184,0.99539435
calib_00962,0.60256755,0.39743245
calib_00963,0.0019896026,0.99801046
calib_00964,0.7383148,0.2616852
calib_00965,0.5977674,0.40223256
calib_00966,0.64991844,0.35008153
calib_00967,0.68594307,0.31405687
calib_00968,0.22854228,0.7714577
calib_00969,0.8742326,0.12576744
calib_00970,0.42823282,0.5717672
calib_00971,0.49565396,0.5043461
calib_00972,0.9243152,0.07568473
calib_00973,0.23424184,0.76575816
calib_00974,0.6608056,0.33919445
calib_00975,0.20464844,0.79535156
calib_00976,0.9034237,0.096576326
calib_00977,0.0509878,0.94901216
calib_00978,0.32245508,0.67754495
calib_00979,0.927013,0.07298705
calib_00980,0.94501096,0.054989073
calib_00981,0.87975293,0.12024704
calib_00982,0.00031243407,0.99968755
calib_00983,0.2897042,0.7102958
calib_00984,0.26346093,0.736539
calib_00985,0.5436165,0.4563835
calib_00986,0.99989605,0.00010398858
calib_00987,0.16863999,0.83136004
calib_00988,0.68736666,0.31263328
calib_00989,0.13324112,0.8667589
calib_00990,0.046741612,0.9532584
calib_00991,0.9881229,0.011877116
calib_00992,0.85447586,0.14552417
calib_00993,0.50274587,0.49725416
calib_00994,0.952035,0.047965027
calib_00995,1.0,3.892271e-09
calib_00996,0.8589769,0.14102311
calib_00997,0.77487653,0.22512347
calib_00998,0.22267766,0.7773223
calib_00999,0.3283518,0.6716482
calib_01000,0.5658741,0.4341259
calib_01001,0.4642125,0.53578746
calib_01002,0.07826168,0.9217383
calib_01003,0.998613,0.0013870395
calib_01004,0.20717604,0.792824
calib_01005,0.5126653,0.4873347
calib_01006,0.18177094,0.8182291
calib_01007,0.500344,0.49965602
calib_01008,0.12592693,0.8740731
calib_01009,0.7906493,0.20935068
calib_01010,0.3873603,0.6126397
calib_01011,0.00029127504,0.9997087
calib_01012,0.6295386,0.3704614
calib_01013,0.3126278,0.6873722
calib_01014,0.9400586,0.059941392
calib_01015,0.6574863,0.34251368
calib_01016,0.3356214,0.66437864
calib_01017,0.29130036,0.70869964
calib_01018,0.25953194,0.740468
calib_01019,0.41840556,0.5815944
calib_01020,0.0020084477,0.99799156
calib_01021,0.45613286,0.5438672
calib_01022,0.3997351,0.60026485
calib_01023,0.3128764,0.6871236
calib_01024,0.6269925,0.37300754
calib_01025,0.55885285,0.44114715
calib_01026,0.66819483,0.3318052
calib_01027,0.96366626,0.036333755
calib_01028,0.32376963,0.6762304
calib_01029,0.05532615,0.94467384
calib_01030,0.3328257,0.6671743
calib_01031,0.24897183,0.7510281
calib_01032,0.5391787,0.46082127
calib_01033,0.82604164,0.1739584
calib_01034,0.6273631,0.37263688
calib_01035,0.8600151,0.13998492
calib_01036,0.0005593824,0.9994406
calib_01037,0.548081,0.45191905
calib_01038,0.47496223,0.5250378
calib_01039,0.29619566,0.7038043
calib_01040,0.63689655,0.36310345
calib_01041,0.42407554,0.57592446
calib_01042,0.70897967,0.29102033
calib_01043,0.8454881,0.15451193
calib_01044,3.5270864e-07,0.99999964
calib_01045,0.6593035,0.3406965
calib_01046,0.9980476,0.0019524167
calib_01047,0.98664224,0.013357705
calib_01048,0.317027,0.68297297
calib_01049,0.8663957,0.13360429
calib_01050,0.87038475,0.12961529
calib_01051,0.03258321,0.96741676
calib_01052,2.0837467e-06,0.999998
calib_01053,0.7482167,0.2517833
calib_01054,0.07215251,0.9278475
calib_01055,0.13989456,0.8601054
calib_01056,0.7033242,0.29667583
calib_01057,0.78869104,0.21130891
calib_01058,0.020468019,0.979532
calib_01059,0.24150366,0.7584963
calib_01060,0.79926527,0.20073473
calib_01061,0.698565,0.30143502
calib_01062,0.6280268,0.37197325
calib_01063,0.050397005,0.949603
calib_01064,0.64762086,0.35237917
calib_01065,0.2577316,0.7422684
calib_01066,0.9192998,0.080700174
calib_01067,0.3439458,0.6560542
calib_01068,0.20719373,0.79280627
calib_01069,0.57652056,0.42347947
calib_01070,0.99258196,0.007418064
calib_01071,0.99911565,0.0008843918
calib_01072,0.35689074,0.64310926
calib_01073,0.19240896,0.807591
calib_01074,0.17921554,0.8207844
calib_01075,0.53143036,0.46856967
calib_01076,0.3306953,0.6693047
calib_01077,0.025974227,0.9740258
calib_01078,0.6929741,0.30702588
calib_01079,0.82042545,0.17957455
calib_01080,0.33472246,0.66527754
calib_01081,0.94280165,0.057198353
calib_01082,0.6143437,0.38565633
calib_01083,0.25796136,0.7420386
calib_01084,0.6637009,0.33629915
calib_01085,0.94979787,0.0502022
calib_01086,0.042204246,0.95779574
calib_01087,0.16342437,0.8365756
calib_01088,0.18973266,0.8102673
calib_01089,0.17620108,0.82379895
calib_01090,0.84408736,0.1559126
calib_01091,0.52433836,0.4756617
calib_01092,0.96669155,0.0333085
calib_01093,0.5597157,0.44028428
calib_01094,0.07515184,0.9248482
calib_01095,0.3733857,0.6266143
calib_01096,0.5571098,0.4428902
calib_01097,0.543361,0.456639
calib_01098,0.6999221,0.30007794
calib_01099,0.20533986,0.79466015
calib_01100,0.5987585,0.40124148
calib_01101,0.45297638,0.54702365
calib_01102,0.3991544,0.60084563
calib_01103,0.886906,0.113093965
calib_01104,0.62712955,0.37287045
calib_01105,0.3245183,0.6754817
calib_01106,0.23920709,0.760793
calib_01107,0.8882677,0.11173237
calib_01108,0.23590048,0.76409954
calib_01109,0.923172,0.07682802
calib_01110,0.15761244,0.84238756
calib_01111,0.58449864,0.41550133
calib_01112,0.6322866,0.3677134
calib_01113,0.75840366,0.24159633
calib_01114,0.6329761,0.36702386
calib_01115,0.9889797,0.011020324
calib_01116,0.29992637,0.7000736
calib_01117,0.8624347,0.13756533
calib_01118,0.99995935,4.0690502e-05
calib_01119,0.0035170992,0.99648285
calib_01120,0.53134453,0.4686555
calib_01121,0.40523443,0.59476554
calib_01122,0.3028818,0.6971182
calib_01123,0.9658246,0.034175422
calib_01124,0.001445099,0.9985549
calib_01125,0.788289,0.21171105
calib_01126,0.0035635398,0.9964365
calib_01127,0.40464827,0.5953517
calib_01128,0.4341358,0.56586415
calib_01129,0.13831879,0.8616812
calib_01130,0.34218293,0.65781707
calib_01131,0.7399572,0.26004276
calib_01132,0.3879897,0.61201024
calib_01133,0.9734736,0.026526384
calib_01134,0.004557967,0.99544203
calib_01135,0.11537667,0.88462335
calib_01136,0.14251675,0.85748327
calib_01137,0.2922645,0.7077355
calib_01138,0.7421806,0.2578194
calib_01139,0.06335272,0.93664724
calib_01140,0.15521932,0.8447807
calib_01141,0.76373744,0.23626256
calib_01142,0.00069019565,0.9993098
calib_01143,0.8955676,0.104432404
calib_01144,0.0014450833,0.9985549
calib_01145,0.07557516,0.9244248
calib_01146,0.8159662,0.18403381
calib_01147,0.21861733,0.7813826
calib_01148,0.056480717,0.94351923
calib_01149,0.18561958,0.81438047
calib_01150,0.037766747,0.96223325
calib_01151,0.01092581,0.9890742
calib_01152,0.91479003,0.08520998
calib_01153,0.1465591,0.8534409
calib_01154,0.76101756,0.23898247
calib_01155,0.99569255,0.004307416
calib_01156,0.46660128,0.5333987
calib_01157,0.06934046,0.9306596
calib_01158,0.9164156,0.08358437
calib_01159,0.6706666,0.32933345
calib_01160,0.6641926,0.33580738
calib_01161,0.34718892,0.65281105
calib_01162,0.91486603,0.085134
calib_01163,0.05437491,0.94562507
calib_01164,0.13901679,0.86098313
calib_01165,0.65130556,0.34869444
calib_01166,0.47790027,0.52209973
calib_01167,0.1266826,0.87331736
calib_01168,0.31417045,0.6858295
calib_01169,0.9402127,0.05978729
calib_01170,0.3292741,0.6707259
calib_01171,0.003938715,0.99606127
calib_01172,0.49001524,0.5099848
calib_01173,0.19413301,0.805867
calib_01174,2.3070704e-07,0.99999976
calib_01175,0.033801034,0.966199
calib_01176,0.06916074,0.93083924
calib_01177,0.31579086,0.6842091
calib_01178,0.88141304,0.11858696
calib_01179,0.12035536,0.87964463
calib_01180,0.050369084,0.94963086
calib_01181,0.18360811,0.8163919
calib_01182,0.20339508,0.7966049
calib_01183,0.7151893,0.28481072
calib_01184,0.510149,0.489851
calib_01185,0.042961657,0.9570384
calib_01186,0.5351651,0.46483493
calib_01187,0.7110311,0.2889689
calib_01188,0.31576332,0.68423665
calib_01189,0.9693338,0.030666146
calib_01190,0.73058903,0.26941097
calib_01191,0.24481924,0.7551807
calib_01192,0.9538179,0.046182152
calib_01193,0.51977026,0.48022974
calib_01194,0.7717385,0.22826141
calib_01195,0.18402193,0.8159781
calib_01196,0.99340034,0.006599692
calib_01197,0.97110265,0.028897403
calib_01198,0.64494145,0.35505846
calib_01199,1.0,7.772483e-09
calib_01200,0.027909936,0.97209
calib_01201,0.97020525,0.029794741
calib_01202,0.36627546,0.6337246
calib_01203,0.64244306,0.35755697
calib_01204,0.053487834,0.94651216
calib_01205,0.654943,0.345057
calib_01206,0.9674277,0.032572363
calib_01207,0.96864116,0.031358812
calib_01208,0.758139,0.24186097
calib_01209,0.046635292,0.9533647
calib_01210,0.5904873,0.4095127
calib_01211,0.8844673,0.11553273
calib_01212,0.26575887,0.7342411
calib_01213,0.523685,0.476315
calib_01214,0.9074792,0.092520766
calib_01215,0.9996044,0.0003956257
calib_01216,0.24191321,0.7580868
calib_01217,0.87646306,0.12353687
calib_01218,0.41897067,0.5810293
calib_01219,0.9583399,0.04166012
calib_01220,0.041020226,0.9589797
calib_01221,0.3143206,0.6856794
calib_01222,0.62603325,0.37396666
calib_01223,0.52544653,0.4745535
calib_01224,0.99598444,0.0040155416
calib_01225,0.4781881,0.5218119
calib_01226,0.0034125908,0.9965874
calib_01227,0.9990387,0.00096137077
calib_01228,0.1702664,0.82973355
calib_01229,0.45826796,0.541732
calib_01230,0.89944845,0.10055149
calib_01231,0.1323106,0.86768943
calib_01232,0.3331003,0.6668997
calib_01233,0.00056450145,0.9994355
calib_01234,0.43289164,0.5671084
calib_01235,0.9378371,0.062162828
calib_01236,0.39590794,0.6040921
calib_01237,0.81072795,0.18927199
calib_01238,0.9391868,0.060813215
calib_01239,0.0007836829,0.9992163
calib_01240,0.7870056,0.21299438
calib_01241,0.49909958,0.50090045
calib_01242,0.6632606,0.3367394
calib_01243,0.050212745,0.9497872
calib_01244,0.64198095,0.35801902
calib_01245,0.8378373,0.16216272
calib_01246,0.38658777,0.6134122
calib_01247,0.24070954,0.75929046
calib_01248,0.40828964,0.5917103
calib_01249,0.6474,0.35259995
calib_01250,0.97599244,0.024007544
calib_01251,0.762873,0.23712699
calib_01252,0.7279106,0.27208942
calib_01253,0.89973545,0.10026455
calib_01254,0.9533888,0.046611123
calib_01255,0.9815175,0.018482443
calib_01256,0.478242,0.521758
calib_01257,0.22164802,0.77835196
calib_01258,0.00026568308,0.99973434
calib_01259,0.16260478,0.8373952
calib_01260,0.40729654,0.5927034
calib_01261,0.5552341,0.44476596
calib_01262,0.67783767,0.32216233
calib_01263,0.057832055,0.94216794
calib_01264,0.20336148,0.7966385
calib_01265,0.39276975,0.60723025
calib_01266,0.05114314,0.94885683
calib_01267,0.2803922,0.71960783
calib_01268,0.20581622,0.79418385
calib_01269,0.4174596,0.58254033
calib_01270,0.46673205,0.533268
calib_01271,0.06729355,0.9327065
calib_01272,0.8667733,0.13322666
calib_01273,0.30710453,0.6928955
calib_01274,0.21312906,0.7868709
calib_01275,0.27303544,0.72696453
calib_01276,0.08530956,0.9146905
calib_01277,0.9477537,0.052246295
calib_01278,0.33034247,0.6696575
calib_01279,0.00039693923,0.9996031
calib_01280,0.9085768,0.09142322
calib_01281,0.9981969,0.0018031766
calib_01282,0.0099884495,0.9900115
calib_01283,0.074077636,0.92592233
calib_01284,4.659449e-10,1.0
calib_01285,0.96397954,0.036020402
calib_01286,0.22369277,0.7763072
calib_01287,0.9670861,0.032913957
calib_01288,0.0236358,0.9763642
calib_01289,0.53310966,0.4668903
calib_01290,0.5873438,0.41265616
calib_01291,0.95651174,0.043488212
calib_01292,0.78860265,0.21139725
calib_01293,0.5328807,0.46711925
calib_01294,0.9460111,0.05398891
calib_01295,0.99994254,5.7487505e-05
calib_01296,0.1925047,0.80749524
calib_01297,0.6085459,0.3914541
calib_01298,0.41821674,0.58178324
calib_01299,0.11058403,0.8894159
calib_01300,0.21238574,0.7876143
calib_01301,0.617772,0.382228
calib_01302,0.73973733,0.26026264
calib_01303,0.34606707,0.6539329
calib_01304,0.9967732,0.003226802
calib_01305,0.4553898,0.5446102
calib_01306,0.7986585,0.20134151
calib_01307,0.19334221,0.80665773
calib_01308,0.7773357,0.22266428
calib_01309,0.0016585268,0.99834144
calib_01310,0.9974598,0.002540212
calib_01311,0.518013,0.481987
calib_01312,0.83860433,0.16139564
calib_01313,0.06995726,0.93004274
calib_01314,0.7734454,0.2265546
calib_01315,0.85576326,0.14423679
calib_01316,0.04978741,0.9502126
calib_01317,0.32085198,0.679148
calib_01318,0.09675016,0.90324986
calib_01319,0.07224818,0.92775184
calib_01320,0.7474792,0.25252077
calib_01321,0.23395114,0.76604885
calib_01322,0.8857081,0.11429187
calib_01323,0.22700037,0.7729996
calib_01324,0.9634999,0.036500126
calib_01325,0.0148555515,0.9851444
calib_01326,0.86846447,0.13153549
calib_01327,0.88899344,0.11100655
calib_01328,0.7244614,0.2755386
calib_01329,0.4789618,0.52103823
calib_01330,0.00048421285,0.9995158
calib_01331,0.16855654,0.8314434
calib_01332,0.9952799,0.0047201454
calib_01333,0.033393327,0.9666067
calib_01334,0.060665775,0.9393343
calib_01335,0.0021245163,0.99787545
calib_01336,0.36817142,0.63182855
calib_01337,0.17244685,0.8275531
calib_01338,0.048457455,0.95154256
calib_01339,0.00049559213,0.99950445
calib_01340,0.9809414,0.01905854
calib_01341,0.22770756,0.77229244
calib_01342,0.9979005,0.002099551
calib_01343,0.3613072,0.6386928
calib_01344,0.08437041,0.91562957
calib_01345,0.67156637,0.3284337
calib_01346,0.8762411,0.12375896
calib_01347,0.22792901,0.77207094
calib_01348,0.8787724,0.12122765
calib_01349,0.57262546,0.42737457
calib_01350,0.71480405,0.28519592
calib_01351,0.047547277,0.95245266
calib_01352,0.61793685,0.38206312
calib_01353,0.0020809555,0.997919
calib_01354,0.96215445,0.037845604
calib_01355,0.00089003076,0.9991099
calib_01356,0.4172988,0.5827012
calib_01357,0.75355244,0.24644756
calib_01358,9.31541e-05,0.9999068
calib_01359,0.0010082998,0.99899167
calib_01360,0.99414164,0.0058583803
calib_01361,0.042891573,0.9571084
calib_01362,0.31860253,0.68139744
calib_01363,0.9797361,0.020263985
calib_01364,0.9858438,0.014156245
calib_01365,0.6034451,0.3965549
calib_01366,0.18412825,0.8158717
calib_01367,0.7699189,0.23008104
calib_01368,0.029909087,0.9700909
calib_01369,0.29353386,0.7064661
calib_01370,0.37107995,0.62892
calib_01371,0.3666129,0.6333871
calib_01372,0.0119544165,0.98804563
calib_01373,0.64911747,0.35088253
calib_01374,0.18240689,0.8175931
calib_01375,0.0041084616,0.9958916
calib_01376,0.54680574,0.4531943
calib_01377,0.6292064,0.37079352
calib_01378,0.985734,0.014266012
calib_01379,0.7182788,0.28172117
calib_01380,0.22630979,0.77369016
calib_01381,7.582084e-05,0.9999242
calib_01382,0.15161428,0.8483857
calib_01383,0.49879128,0.5012087
calib_01384,0.40687844,0.5931215
calib_01385,0.12088173,0.87911826
calib_01386,0.065515794,0.93448424
calib_01387,0.26273713,0.7372629
calib_01388,0.9993783,0.0006216875
calib_01389,0.028457552,0.9715424
calib_01390,0.60418534,0.3958146
calib_01391,0.42342332,0.57657665
calib_01392,0.8004139,0.19958614
calib_01393,0.45032653,0.54967344
calib_01394,0.5137728,0.48622718
calib_01395,0.69104105,0.30895898
calib_01396,0.6073061,0.39269385
calib_01397,0.7016288,0.29837117
calib_01398,0.51226926,0.48773074
calib_01399,0.7962979,0.20370212
calib_01400,0.9023274,0.09767252
calib_01401,0.19380541,0.8061946
calib_01402,0.8292321,0.17076787
calib_01403,0.46257088,0.5374291
calib_01404,0.99160284,0.008397144
calib_01405,0.61346215,0.38653782
calib_01406,0.481477,0.518523
calib_01407,0.030479964,0.96952003
calib_01408,0.80264246,0.19735757
calib_01409,0.99999666,3.3846707e-06
calib_01410,0.15128624,0.84871376
calib_01411,0.0085671265,0.9914329
calib_01412,0.9997429,0.00025708633
calib_01413,0.9402244,0.059775583
calib_01414,0.83806247,0.16193749
calib_01415,0.9667877,0.033212297
calib_01416,0.9346634,0.06533657
calib_01417,0.99450123,0.0054987893
calib_01418,0.7325649,0.2674351
calib_01419,0.5358097,0.46419027
calib_01420,0.36335605,0.63664395
calib_01421,0.096296504,0.9037035
calib_01422,0.43434027,0.56565976
calib_01423,0.7738005,0.22619946
calib_01424,0.93963724,0.060362734
calib_01425,0.67684275,0.32315725
calib_01426,3.1019834e-05,0.999969
calib_01427,0.9888086,0.011191468
calib_01428,0.94923073,0.05076932
calib_01429,0.1175543,0.8824457
calib_01430,0.5347186,0.46528143
calib_01431,0.9739929,0.026007116
calib_01432,0.873001,0.12699898
calib_01433,0.2465775,0.75342244
calib_01434,0.39156747,0.60843253
calib_01435,0.7759274,0.2240726
calib_01436,0.27211708,0.7278829
calib_01437,0.5374369,0.46256313
calib_01438,0.09884214,0.90115786
calib_01439,0.9949803,0.005019761
calib_01440,0.5911127,0.40888733
calib_01441,0.43046492,0.569535
calib_01442,0.5169907,0.4830093
calib_01443,0.13308392,0.8669161
calib_01444,0.052673675,0.94732636
calib_01445,0.092092484,0.90790755
calib_01446,0.38272825,0.6172717
calib_01447,0.57320976,0.42679024
calib_01448,0.92538565,0.07461439
calib_01449,0.99956757,0.0004323886
calib_01450,0.59384733,0.40615264
calib_01451,0.83015054,0.16984946
calib_01452,0.19999,0.80000997
calib_01453,0.041007943,0.958992
calib_01454,0.4728828,0.5271172
calib_01455,0.74125886,0.2587411
calib_01456,0.8867905,0.11320947
calib_01457,0.10886092,0.89113915
calib_01458,0.59963274,0.40036723
calib_01459,0.87199914,0.12800086
calib_01460,0.9943634,0.005636625
calib_01461,0.64143014,0.35856986
calib_01462,0.37206042,0.6279395
calib_01463,0.28845036,0.71154964
calib_01464,0.5014823,0.4985177
calib_01465,0.7571279,0.24287213
calib_01466,0.06631251,0.9336875
calib_01467,0.20494178,0.7950582
calib_01468,0.4920641,0.50793594
calib_01469,0.28516412,0.7148359
calib_01470,0.21204957,0.7879504
calib_01471,6.7461006e-05,0.9999325
calib_01472,0.97123104,0.028768897
calib_01473,0.44845283,0.5515471
calib_01474,0.41109604,0.58890396
calib_01475,0.901201,0.09879892
calib_01476,0.25991532,0.74008465
calib_01477,0.45476037,0.5452396
calib_01478,0.29663703,0.703363
calib_01479,0.008551637,0.9914484
calib_01480,0.3778097,0.62219024
calib_01481,0.05289883,0.94710124
calib_01482,0.9828651,0.017134916
calib_01483,0.8055616,0.19443835
calib_01484,0.19623455,0.8037654
calib_01485,0.16204633,0.8379536
calib_01486,0.7974377,0.2025622
calib_01487,0.70442176,0.29557824
calib_01488,0.48767665,0.5123233
calib_01489,0.80587703,0.19412291
calib_01490,0.53220516,0.46779487
calib_01491,0.091775455,0.9082245
calib_01492,0.32867447,0.67132556
calib_01493,0.24684472,0.7531553
calib_01494,0.4890972,0.51090276
calib_01495,0.9979305,0.00206942
calib_01496,0.7936761,0.20632386
calib_01497,0.21563081,0.7843692
calib_01498,0.90683407,0.09316591
calib_01499,0.6651716,0.33482835
calib_01500,0.2665591,0.7334409
calib_01501,0.8112278,0.18877225
calib_01502,0.31969884,0.6803012
calib_01503,0.19182342,0.8081766
calib_01504,0.40616417,0.5938358
calib_01505,0.9672834,0.032716595
calib_01506,0.5963162,0.40368375
calib_01507,0.47514075,0.52485925
calib_01508,0.15831886,0.8416811
calib_01509,0.3379267,0.6620733
calib_01510,0.26614037,0.73385966
calib_01511,0.778407,0.22159298
calib_01512,0.4793303,0.52066976
calib_01513,0.9722271,0.027772907
calib_01514,0.53333956,0.46666044
calib_01515,0.08708316,0.9129168
calib_01516,0.8001514,0.19984864
calib_01517,0.07792816,0.9220718
calib_01518,0.47542855,0.5245715
calib_01519,0.38837513,0.61162484
calib_01520,0.98413426,0.015865749
calib_01521,0.19776717,0.8022328
calib_01522,0.8867491,0.11325092
calib_01523,0.042932298,0.95706767
calib_01524,0.75702673,0.24297322
calib_01525,0.06685383,0.9331462
calib_01526,0.25060913,0.7493909
calib_01527,0.064101726,0.9358983
calib_01528,0.9486144,0.051385574
calib_01529,0.14638072,0.8536193
calib_01530,0.6121834,0.3878166
calib_01531,0.0012963809,0.9987036
calib_01532,0.52891636,0.47108358
calib_01533,0.28070346,0.7192965
calib_01534,0.68779385,0.31220618
calib_01535,0.20498309,0.7950169
calib_01536,0.98966545,0.010334574
calib_01537,0.64299005,0.35700995
calib_01538,0.023996407,0.9760035
calib_01539,0.97115797,0.028842017
calib_01540,0.93302554,0.06697439
calib_01541,0.72412455,0.27587545
calib_01542,0.08528879,0.91471124
calib_01543,0.31626922,0.6837308
calib_01544,0.02704863,0.9729514
calib_01545,0.43967086,0.56032914
calib_01546,0.95424753,0.04575249
calib_01547,0.6886131,0.31138688
calib_01548,0.04427925,0.9557208
calib_01549,0.0030630704,0.9969369
calib_01550,0.043924477,0.95607555
